,z_a_flux,z_a_fwhm,z_a_x,z_a_y,z_b_flux,z_b_fwhm,z_b_x,z_b_y,z_c_flux,z_c_fwhm,z_c_x,z_c_y
2017-02-15 16:31:42.433353,1380830.28138,0.33157069626,38.8766402845,35.7429967092,1274438.56852,0.322449377476,38.8860703338,35.921261665,888279.122973,0.317788046156,39.2811113397,37.603277903
2017-02-15 16:32:46.141765,1389555.53843,4.43798255877,38.8632170492,35.8154850693,1288207.75881,3.11186659385,38.9057125383,36.0147913056,902697.193605,0.321942543972,39.2766859633,37.6665716847
2017-02-15 16:33:51.620481,1374443.96969,2.88464945395,38.8947645864,35.6960349335,1266138.11477,0.331204642043,38.9247773476,35.9247474421,886505.203849,0.33340868705,39.2397507421,37.563714065
2017-02-15 16:34:55.367920,1385384.86212,2.88377393758,38.8769726763,35.7510117227,1285876.64058,2.77599801455,38.9118555788,35.9291603229,899474.798185,0.335457636234,39.2745566807,37.6288623865
2017-02-15 16:35:58.594572,1380065.87345,0.324991089253,38.9213004612,35.738875439,1278071.57002,0.316572930023,38.9347466178,35.9019457979,892792.623564,0.314457170331,39.2913708241,37.5998170581
2017-02-15 16:37:02.762006,1394227.80378,0.314178418921,38.9072764552,35.8148643083,1289034.15223,0.31894508908,38.9332137936,35.9953062978,907048.766631,0.313142470046,39.2867914282,37.6467374683
2017-02-15 16:38:07.355697,1373581.23019,1.61398261075,38.8373174449,35.5993486747,1268346.6811,0.334265503757,38.8891365364,35.7757808745,880505.051629,30.0426436328,39.238479884,37.553464273
2017-02-15 16:39:11.712148,1387578.8898,0.322303755831,38.9832121412,35.79179999,1288756.5442,0.313759590016,38.9704295529,35.9972170189,904361.564247,0.30532932489,39.2989718144,37.6363627394
2017-02-15 16:40:16.053713,1371581.76203,2.75928498182,38.8261725926,35.5983105175,1266966.85431,0.320126835048,38.8964077569,35.7952238131,881779.843891,0.325328580575,39.2388844022,37.5489594886
2017-02-15 16:41:19.536367,1380335.80258,4.32606915076,38.8148488806,35.681045174,1279981.54551,0.324219961235,38.8647709898,35.8865654228,890542.344807,0.317294195787,39.2570629656,37.5886815329
2017-02-15 16:42:23.770886,1381812.04557,-922119.633107,38.870968931,35.7097432309,1278123.52286,1.54138604601,38.88575334,35.8945102719,894025.132534,0.329651683692,39.2833636884,37.5699736956
2017-02-15 16:43:26.419443,1383112.07037,2095315.70654,38.9758460328,35.7350809203,1278745.26005,0.322411972013,38.9680407935,35.9134042156,892398.492674,0.327351668757,39.3304350388,37.6292121527
2017-02-15 16:44:31.001954,1376458.51704,0.32447551845,38.827875381,35.6596592455,1275925.21368,0.317167311963,38.865918776,35.8680113429,886996.492223,0.332114724691,39.2216510653,37.5903049062
2017-02-15 16:45:35.407482,1375985.74531,0.330576574132,38.8816962284,35.6829912176,1276079.05657,0.324719847008,38.9195107961,35.8535461785,886143.445029,0.313176506912,39.2603604454,37.5829811658
2017-02-15 16:46:39.662088,1374724.71044,0.323597297116,38.8711705086,35.6687051623,1270830.11703,0.325267419484,38.9345794193,35.8600720241,881694.582021,0.311357394302,39.2839622224,37.589448485
2017-02-15 16:47:43.886495,1373745.81295,0.330452251846,38.8588625823,35.7122520733,1272062.21026,3.12604470108,38.8853875443,35.8607942734,885997.727677,-295527267.044,39.2731420476,37.5635099775
2017-02-15 16:48:48.049065,1380198.76472,0.319588631483,38.8290713662,35.6680084103,1271327.22767,0.314219859684,38.8542453837,35.8675491128,887953.483352,0.322608648958,39.2487398603,37.5857358791
2017-02-15 16:49:51.796696,1371802.1728,2.91231752501,38.9207861859,35.710563832,1264825.45116,874361.378501,38.9708258685,35.8789347874,883551.537275,0.320238068931,39.3144413431,37.6009102995
2017-02-15 16:50:56.318376,1367472.81899,3.23662246808,38.8568022897,35.6912729708,1263388.10963,0.320830871841,38.9388575795,35.866724607,877701.914705,0.31583197902,39.2908368831,37.5793800116
2017-02-15 16:52:00.557810,1351991.99081,0.32475107671,38.8608979855,35.4408259091,1248309.38117,0.319148152323,38.8884661573,35.6283504732,857197.256443,0.317196506471,39.2343068637,37.4430412628
2017-02-15 16:53:03.386418,1365030.96873,2.35618376049,39.1351415736,35.622312393,1264871.9142,0.34353532153,39.1178880901,35.8343907933,874517.844373,5.94022408988,39.3945095926,37.5447179136
2017-02-15 16:54:06.334083,1357348.58819,1.89905359555,38.8665182003,35.5500215965,1251775.72548,2.72850814035,38.908441371,35.7397224701,865620.795547,19698751.5474,39.2826895537,37.50711403
2017-02-15 16:55:10.696446,1351957.99195,2.03939702849,38.9674283046,35.5084491084,1250267.77774,4.54978579363,38.9757870361,35.7111446096,859688.166224,-67387558.8766,39.3378099255,37.5136442055
2017-02-15 16:56:14.648013,1343938.69231,1.52917223117,38.8300048238,35.5428648417,1240856.20054,1.31296371193,38.8505682976,35.7418864683,853231.813429,0.338825005194,39.2345897327,37.5041965307
2017-02-15 16:57:19.073537,1342750.76849,4.39106124949,38.8525663744,35.4787771587,1239306.67016,4.23819216434,38.901676805,35.6909317868,853296.688555,0.330910100334,39.2701560946,37.4674307514
2017-02-15 16:58:23.995411,1357532.92591,0.322939929428,38.8539536168,35.6112956649,1257376.69901,3.14496790748,38.9012800269,35.762870895,866885.023364,0.318564191981,39.2427746714,37.5129671686
2017-02-15 16:59:27.691744,1344999.17659,0.325598313969,38.9137954737,35.3888732055,1239828.09562,0.319320020954,38.9206865574,35.5831225388,848592.99133,0.3157463956,39.2806598605,37.4263979273
2017-02-15 17:00:31.037232,1344090.62237,0.324678546604,38.8317392125,35.4347338776,1240953.81221,0.319306090402,38.8604902165,35.6141435667,850732.357495,0.306092733207,39.242190161,37.4353446525
2017-02-15 17:01:35.059045,1351294.75162,0.326774761415,38.8374701908,35.5132787153,1250400.75909,0.326193678416,38.8971090382,35.6831876456,857783.271211,0.319149626084,39.263224178,37.4679944251
2017-02-15 17:02:39.226598,1345261.54809,1.72963189215,38.7758597622,35.5107785439,1243667.95994,0.32864928043,38.8245795754,35.7164230478,853598.859683,2.28168937882,39.2437548729,37.4609992091
2017-02-15 17:03:43.856945,1346405.09095,4.42325836364,39.0170731455,35.4951682766,1244935.24709,0.335805303525,39.0111792771,35.7046321371,852547.470666,0.340229464556,39.3454382412,37.4443082732
2017-02-15 17:04:48.341632,1343420.4712,2.3100230704,38.8610080267,35.4385973188,1241428.17191,775377.45654,38.8899414625,35.5950000009,851936.10197,0.338921641823,39.2891614552,37.447182363
2017-02-15 17:05:52.884171,1338482.47382,2.04485123715,38.921208389,35.5114667715,1232028.1811,0.330370808993,38.9452124428,35.7286202438,851989.098576,0.332362211309,39.2827078121,37.4800356568
2017-02-15 17:06:56.938850,1340591.50551,0.317843066576,38.8457037872,35.4329546367,1240595.20221,0.316831575119,38.8802959558,35.6184216435,854318.925008,0.328965858378,39.2744243113,37.4402598654
2017-02-15 17:08:01.653128,1345024.77669,0.318699742924,38.8584796962,35.5290878431,1241022.03781,0.320391024293,38.8975332137,35.7303319177,854705.321605,762711134.992,39.2449179068,37.4982642538
2017-02-15 17:09:06.192813,1345063.89896,2.44036819011,38.9283697993,35.3776858479,1237850.25647,0.326957753434,38.9399216968,35.6448719484,848120.198036,0.332511026104,39.3079225529,37.4235858265
2017-02-15 17:10:10.685392,1352988.72296,0.318308950572,38.8966709238,35.6737490765,1253593.61568,0.322163853783,38.9344907102,35.8821601937,868804.552614,0.334310909639,39.2879481063,37.5735732404
2017-02-15 17:11:14.813947,1356490.07754,-989311.304547,38.9282273733,35.5272609508,1252263.68027,0.32784134347,38.9612052946,35.7193359536,863736.513191,97180793.6383,39.2935676894,37.5221717822
2017-02-15 17:12:19.170527,1361811.56852,0.316770414028,38.9304119111,35.6843401544,1262294.57857,0.315512944804,38.9624855368,35.8650540611,875042.204284,0.312003673691,39.3062542102,37.5748964302
2017-02-15 17:13:23.598172,1362153.43548,0.332037211869,38.9405739206,35.5225741689,1261741.57746,1.99266473424,38.9320693289,35.7315035281,873945.706438,0.315622529478,39.3029177015,37.4701420092
2017-02-15 17:14:27.771645,1360353.22037,0.321504871976,38.9399489828,35.5812251517,1260070.43942,0.320901998365,38.9837220606,35.7847791805,871325.257806,78140579.2246,39.3155135707,37.5218337618
2017-02-15 17:15:32.250405,1356585.40699,0.314614055723,38.7817593085,35.5694757253,1253862.71049,0.314762238905,38.8155482756,35.7552121932,865807.995945,0.321567612097,39.2323016625,37.5005126273
2017-02-15 17:16:37.060097,1350950.58907,0.314094870696,38.8551673555,35.4738017166,1248796.03064,0.31333686617,38.8826197865,35.6864712276,860520.894833,0.31238762358,39.2450132935,37.4423148724
2017-02-15 17:17:41.141362,1361863.36281,0.321772921072,38.8857564518,35.6484490118,1264735.48859,1.79876748812,38.8880984855,35.8187543477,874687.176775,0.32409788468,39.3075574073,37.5784041594
2017-02-15 17:18:45.455985,1355718.59442,0.307393046775,38.9331183523,35.4993072398,1252463.40665,0.314395167091,38.956943684,35.6933091841,860652.759974,0.301602463458,39.2650117165,37.4722981379
2017-02-15 17:19:50.048688,1364053.7594,0.311342165436,38.8902774422,35.668612684,1266168.17977,0.318289510959,38.9516842105,35.8374407016,876452.366467,0.299388347749,39.2865519779,37.5545022717
2017-02-15 17:20:54.401948,1350330.19275,0.310667919674,38.9243091618,35.474143857,1250748.85937,0.305714327466,38.9653432304,35.645599678,861742.741196,0.324122412277,39.3055812364,37.45537366
2017-02-15 17:21:58.672518,1346423.68476,0.317563613375,38.9461653919,35.5145137331,1248165.47363,0.316820732447,38.9581601657,35.710678334,860058.886187,0.31776499232,39.3129665446,37.4773301652
2017-02-15 17:23:02.912162,1330919.45595,0.321555541291,38.8739002015,35.3581932326,1228174.09308,0.31874564006,38.9105044463,35.5558216653,840505.583872,0.304467174571,39.2451415161,37.3918706694
2017-02-15 17:24:07.268638,1338124.69571,0.318817994718,38.9272635904,35.496862218,1237928.54353,0.322924525115,38.953693298,35.7137991037,850506.614192,0.310589529612,39.3084044883,37.4838371306
2017-02-15 17:25:10.803366,1334049.25544,0.311551439531,38.8467974981,35.4838332576,1235528.58001,0.308204527779,38.8756397178,35.6569752286,845439.067004,0.289946363084,39.2618368616,37.4616999393
2017-02-15 17:26:15.227753,1328951.74126,0.321861592373,38.9634805665,35.3115826931,1222209.46482,0.316658197637,38.9940932883,35.5416760631,831377.830931,0.310912072784,39.3143458925,37.3956674329
2017-02-15 17:27:19.354356,1327333.92573,4.01851507147,38.8386435475,35.4863024783,1225874.889,0.332165604543,38.894225594,35.674527205,839903.238751,0.309511262736,39.2658046811,37.4666822024
2017-02-15 17:28:22.022875,1319797.25428,2.65062725201,38.8324275928,35.3669698571,1213203.60414,0.326297403135,38.8878322499,35.5768999397,829142.045642,0.320992494322,39.2285172265,37.4388863755
2017-02-15 17:29:25.483475,1327098.24657,0.320993125934,38.8182004369,35.2997342514,1222629.49825,0.310653918942,38.8434576829,35.5043905421,830600.868699,0.301800508896,39.2494157764,37.3660386308
2017-02-15 17:30:29.548915,1342665.92913,2.78908993797,38.8881733075,35.5935255624,1244817.51641,765221.231648,38.9157239561,35.7587320895,851707.30994,0.322592472674,39.286659237,37.5256457215
2017-02-15 17:31:33.970602,1335412.25732,1.78977694976,38.8335469239,35.3460980328,1233533.35554,0.317024322034,38.8708548155,35.5649481117,841908.439405,0.30196893875,39.2192369027,37.4008496673
2017-02-15 17:32:37.704205,1335875.66737,0.307012570751,38.9131651883,35.4833172966,1238543.10702,0.311224825971,38.9497993752,35.6592313108,851190.515267,0.306574477681,39.2978324829,37.4724364593
2017-02-15 17:33:41.711567,1329058.29759,0.322792097141,38.8248563809,35.3461131598,1228497.56873,2.91805794064,38.8815898806,35.5210816505,837586.955026,0.317879208815,39.2695229423,37.3867559777
2017-02-15 17:34:46.063144,1325854.02614,0.307866615383,38.9266200453,35.3300585036,1224898.52632,0.302376889894,38.9586865888,35.5575370473,832795.934819,0.309841139624,39.2991476538,37.3998006347
2017-02-15 17:35:50.093698,1325408.50502,0.304651149098,38.7701477355,35.3610510833,1224371.13928,0.301423612006,38.7811077495,35.5472491629,831489.094704,0.312421555178,39.2225285087,37.3909134408
2017-02-15 17:36:53.626223,1320246.01431,0.301540951472,38.9290553548,35.2438952126,1218528.03367,2.69704110539,38.931295406,35.422782837,823409.699819,0.301225706927,39.2962875337,37.3392030991
2017-02-15 17:37:56.870765,1319032.60694,0.316045884936,38.8767872503,35.3846864461,1222537.12052,3.01816219959,38.9046038134,35.5527703317,831475.957323,0.319453396345,39.2830930175,37.3929683732
2017-02-15 17:39:00.479361,1313135.08099,0.302072768738,38.8365216087,35.2204635948,1210895.81371,0.307915389862,38.8545226252,35.3976700329,817373.789358,0.303642148999,39.2578441799,37.3268682094
2017-02-15 17:40:05.008007,1321100.46087,0.298001433163,38.8119791008,35.3428295369,1223775.30298,0.295023558242,38.856763536,35.513766773,829888.978178,0.289548324738,39.2546457477,37.3799552264
2017-02-15 17:41:09.417594,1326455.76574,0.297058436514,38.914898654,35.4316768441,1226228.47545,0.294636134486,38.9438652718,35.5946028207,835339.134073,0.29204252526,39.3007823314,37.4254036294
2017-02-15 17:42:13.714147,1321710.83824,0.305965814293,38.8988801185,35.1955304131,1217508.88028,0.301566005412,38.9299358115,35.3819630248,822046.563406,0.30390195205,39.2848537088,37.3076032141
2017-02-15 17:43:17.829800,1321314.99346,4.75376834016,38.805750018,35.3514307549,1217320.73502,0.334752652023,38.8450131442,35.5567157788,828113.960338,-63826173.0474,39.2511619706,37.3839757668
2017-02-15 17:44:22.415178,1320585.31293,0.315286862813,38.9479557191,35.3468804715,1219367.34283,0.31489845655,38.962924205,35.5271347798,830373.850796,0.319397744314,39.3159056269,37.3922601062
2017-02-15 17:45:26.571814,1328393.13167,0.298133475152,38.9312777181,35.4416451999,1230336.89278,0.29951074011,38.9619533738,35.6330931963,838261.895464,0.287927064573,39.3378396459,37.4125269772
2017-02-15 17:46:30.375247,1324834.42221,0.289941257554,38.8385109736,35.3204671568,1224375.31689,0.293208024766,38.8757718891,35.5167849225,831649.964794,0.29962453553,39.2598241592,37.3636504703
2017-02-15 17:47:34.584920,1321864.54888,0.309511087288,38.9767924106,35.2903674272,1215719.07312,0.318193435763,38.9988646334,35.4876665513,825902.197971,0.297054295947,39.3172250704,37.390228997
2017-02-15 17:48:38.982414,1321411.52367,0.293002224537,38.8074348776,35.3946956348,1220890.47791,0.302797718904,38.8792980292,35.595295584,827336.409219,0.284125041318,39.248177377,37.4161089363
2017-02-15 17:49:41.613052,1318250.66619,0.308124242882,38.9029880645,35.2608416317,1214655.14155,0.32115601164,38.9165678706,35.4865634219,822073.43256,0.299631132366,39.3003954516,37.3399513063
2017-02-15 17:50:45.500520,1309568.77086,0.285068301139,38.8726167776,35.2378988605,1204947.11619,0.290362998892,38.8992611442,35.4492786956,815184.266585,0.298467492607,39.2669371691,37.3245143212
2017-02-15 17:51:49.725979,1308114.91717,0.31101835904,38.8740952782,35.2289549556,1204860.38617,0.311342095257,38.8883256759,35.4121345585,812000.044187,0.305244443261,39.2961254194,37.3079610928
2017-02-15 17:52:54.073540,1310654.84851,0.300084594661,38.9004776284,35.2983949271,1211976.5064,0.299252761716,38.870186771,35.457721936,818465.494922,0.303178475645,39.289639593,37.3532671284
2017-02-15 17:53:58.805108,1303903.69998,0.327019651406,38.8415363525,35.1714305884,1206098.07054,0.324088866665,38.8810641732,35.3441870001,809168.541771,0.303468806607,39.2644265228,37.2897502083
2017-02-15 17:55:03.084701,1302705.36164,0.294161162296,38.9461738323,35.2084455307,1203557.72489,0.294658661979,38.9787320006,35.4044026476,806981.962393,0.28284750087,39.3185120746,37.3090696781
2017-02-15 17:56:05.840183,1312190.42589,0.289352858383,38.9024901829,35.2878571354,1209783.42554,0.28796183832,38.9047480389,35.4835374013,818126.232298,0.292329838521,39.2968339451,37.330941011
2017-02-15 17:57:09.898846,1300969.98071,0.322810834963,38.9432859123,35.1874575876,1201221.07988,0.312269371786,38.9618677547,35.3608762073,808211.8764,0.297919709594,39.3064100687,37.2889553112
2017-02-15 17:58:14.023281,1301288.61463,0.316495241753,38.8766300819,35.2364229294,1201472.215,0.312687218184,38.9163903173,35.4097527855,808083.356433,0.310442399116,39.2813746594,37.2895098705
2017-02-15 17:59:18.563852,1303987.11772,0.303248970557,38.8721851856,35.2099070143,1205623.3735,0.323378057588,38.8958973096,35.3905577854,811058.937501,0.303762892151,39.2811379505,37.3077460813
2017-02-15 18:00:22.146398,1296790.49148,284170.707387,38.8772537451,35.1592377803,1200974.19931,3.02570731062,38.888135918,35.3272706274,801038.399575,0.314252422789,39.3096413113,37.2617272879
2017-02-15 18:01:26.558964,1305303.57055,0.303051240925,38.8640576865,35.3345594455,1207263.23842,0.29693941275,38.8769024898,35.5566903965,814563.815222,0.29899881862,39.2748623256,37.3749154764
2017-02-15 18:02:30.485666,1292756.26547,0.297052366021,38.8609554558,35.0923480058,1194452.40496,0.312787188321,38.9110016803,35.2907134627,797054.518793,0.293393280061,39.2983756474,37.2459068248
2017-02-15 18:03:33.878342,1295961.62594,0.287941293387,38.8817864011,35.1290986992,1198761.37261,0.289230781828,38.9335920743,35.3280979724,802729.734788,0.284031755742,39.3312245266,37.230322352
2017-02-15 18:04:38.108615,1322507.18903,0.293365155784,38.9976396684,35.3274578523,1225560.86198,0.297288939788,38.9922241639,35.5231638768,830195.725048,0.282386125882,39.3427918566,37.3940349308
2017-02-15 18:05:42.231158,1318443.4761,2.72850660971,38.8253545157,35.2486207851,1213907.76485,0.329729161426,38.8399152044,35.4463972743,817518.97643,0.319116361188,39.2783578229,37.3136678444
2017-02-15 18:06:46.053865,1297104.16521,0.312349305788,38.8920627385,35.2422339332,1203519.67198,0.315390552443,38.9148581445,35.4249244862,808553.906961,0.298437877025,39.2808438734,37.3112683574
2017-02-15 18:07:49.380243,1284879.11061,0.314236071057,38.7732618803,35.037210098,1189059.49175,0.310091293048,38.8135147005,35.2219572979,792998.537964,0.299976939912,39.233580447,37.2005674634
2017-02-15 18:08:52.876769,1284623.46409,0.294528655185,38.8977368321,35.0771725837,1191407.31731,0.298010416089,38.9048292525,35.2665462932,791882.519513,0.288743458115,39.3169536409,37.2343135995
2017-02-15 18:09:55.565432,1291144.96553,0.293640626321,38.8857489595,35.153505525,1196022.23276,0.293760246607,38.910987935,35.3417252052,802211.180713,0.305717801332,39.2976669206,37.2990735597
2017-02-15 18:10:59.377881,1287458.54645,0.296526198173,38.8985091493,35.0688197313,1191384.59853,0.298729962464,38.9214933191,35.248813252,794476.910314,0.280653351116,39.2956300384,37.2169255863
2017-02-15 18:12:03.347501,1287225.78169,0.282093057934,38.8782014268,35.1407610561,1192503.68001,0.284242117612,38.8947999905,35.2973768782,798168.380876,0.29262001158,39.2872222543,37.2746630701
2017-02-15 18:13:07.735066,1287229.3891,0.300806035872,38.8196985914,35.1506576893,1190316.30773,0.291185357658,38.8663577247,35.3186847101,794473.981782,0.281857501764,39.2818775327,37.2369491565
2017-02-15 18:14:12.167576,1286421.37002,0.29869104815,38.8589849093,35.1406738309,1191372.75764,0.303591479684,38.9165516605,35.2900419768,795538.949108,0.284387809437,39.2859582025,37.2211823746
2017-02-15 18:15:16.069244,1286504.43473,0.320616404492,38.91624876,35.0987761137,1192017.81727,0.319399814598,38.9540337821,35.2712213952,793653.077698,0.315354550561,39.3265827258,37.2451724705
2017-02-15 18:16:20.629642,1284258.09706,0.317361953714,38.8522154533,35.1220464013,1190803.80561,0.304748276981,38.9065163747,35.2857079053,795525.106771,0.288083002547,39.3156481553,37.2359703485
2017-02-15 18:17:23.347109,1287266.66922,0.270424869209,38.9124823489,35.1433122532,1192765.54178,0.277939577716,38.9548668385,35.3452899042,797682.109744,0.291736088193,39.3197190952,37.2660626821
2017-02-15 18:18:27.637704,1286568.7507,0.307400871745,38.9228942726,35.1000910528,1193457.94176,0.299688749413,38.9541566942,35.293462967,796136.050142,0.312410993223,39.3167599531,37.2414663537
2017-02-15 18:19:31.690346,1284594.99639,0.288993944889,38.8082870219,35.0713465159,1190472.04203,0.293039735269,38.8269342332,35.2193457349,789784.984613,0.272314020567,39.2671757179,37.2214629566
2017-02-15 18:20:36.319663,1285047.70803,0.287304558357,38.8599214432,35.170312283,1191570.08066,0.285926609152,38.8974234902,35.3248142463,796787.755611,0.304422084495,39.2641107494,37.2524094117
2017-02-15 18:21:40.808216,1283119.60183,0.288680244285,38.8827467477,35.046648138,1191483.79205,0.290140022327,38.911745727,35.2066098201,792104.576953,0.284689737496,39.3161454086,37.188541202
2017-02-15 18:22:44.157942,1282699.59672,0.273392515526,38.8751156528,34.9960593676,1186933.3602,0.277919629305,38.8968769648,35.1530032966,785828.326178,0.273849679768,39.3044525431,37.1899485264
2017-02-15 18:23:46.971447,1284977.05603,0.295817248843,38.8521986381,35.0165110471,1191669.06255,0.306086732893,38.8857867073,35.2638768247,794202.891924,0.277027214247,39.2946071574,37.2188541634
2017-02-15 18:24:51.646898,1281358.88386,0.278846905835,38.9243386501,35.1084116395,1189828.68587,0.283951646292,38.9465988194,35.2915519546,789482.768306,0.303463402816,39.3461942775,37.2345171053
2017-02-15 18:25:55.836507,1284403.94936,0.29418163705,38.8626770467,35.0061203531,1192550.36958,0.298167898003,38.9110199043,35.1327551591,789869.685674,0.285447092865,39.3230793114,37.1785810178
2017-02-15 18:26:58.611045,1290923.12089,0.289731843101,38.8699060865,35.0321213314,1193426.09801,0.293895937909,38.9082659203,35.2155285532,793864.445755,0.284849587955,39.2963648396,37.1931830813
2017-02-15 18:28:02.833468,1285897.51993,0.277298702119,38.9146094223,35.0839128556,1195209.98488,0.281381757604,38.9418440413,35.2314842507,793052.919873,0.28682265598,39.3429549728,37.2363977404
2017-02-15 18:29:05.623100,1278292.32917,0.293679488001,38.8884724768,34.9488791173,1186904.93595,0.29529223895,38.9250788513,35.1277834805,782663.766585,0.291925413877,39.361811888,37.1375846172
2017-02-15 18:30:08.881498,1276999.1217,0.305736925138,38.9454449477,35.0416791662,1189664.50007,0.306692413669,38.9812854083,35.1949916375,785851.082484,0.29141089576,39.3427550015,37.1874307366
2017-02-15 18:31:12.975554,1277234.06673,0.300200600723,38.8624578249,34.9931304858,1188567.39969,0.294795405968,38.9272529739,35.1291463288,783506.760551,0.286145796046,39.2831374993,37.1486488045
2017-02-15 18:32:17.696742,1280100.5825,0.303864967661,38.8499522783,35.0747341107,1194567.82293,2.27860180041,38.8708830252,35.2290421006,790588.572341,0.306408433916,39.2960896583,37.1920973939
2017-02-15 18:33:22.223233,1281956.93963,0.300469527058,38.9078974677,34.9768757262,1196545.81944,0.292605449416,38.9368005783,35.1051830251,787796.997316,0.291794968464,39.3209626233,37.1617412565
2017-02-15 18:34:26.480920,1276802.61193,0.29063994319,38.9073698507,34.9603739345,1190363.79155,0.286529991562,38.9396977841,35.099235642,781256.317163,0.301822264418,39.316451176,37.137219694
2017-02-15 18:35:30.652296,1286171.9832,0.29018021741,38.9123142359,35.1746231201,1201779.30621,0.299858582849,38.9305396549,35.2879075452,799070.622149,0.300494545909,39.3311626117,37.2632702969
2017-02-15 18:36:35.212971,1311204.35251,0.298819651362,38.8589195839,35.1857558293,1226395.51977,0.29264590767,38.866302805,35.2833547319,815329.304503,0.287948960454,39.2567439038,37.2949852989
2017-02-15 18:37:39.365463,1322848.42908,0.309347043627,38.9680284719,35.3559906377,1238542.66448,0.305878792202,38.9807017453,35.4748262437,829989.420255,0.283677351256,39.3626289471,37.3614797682
2017-02-15 18:38:43.455987,1297550.14401,0.291554324309,38.8472339016,35.2572394028,1217745.12052,0.299495160348,38.8824071385,35.3518254608,809518.930013,0.305266444411,39.2888673083,37.3348976594
2017-02-15 18:39:48.059966,1281599.37444,0.305850931096,38.943048424,35.0374632434,1202329.82504,0.311570107173,38.9418247906,35.1577880501,791748.017514,0.304985166553,39.3084834173,37.1947145489
2017-02-15 18:40:52.649222,1285850.01008,0.327550731792,38.819444315,35.1358036107,1204155.80953,0.327421882953,38.8444751603,35.2523296739,795313.164029,0.305083031317,39.2732245057,37.2614489374
2017-02-15 18:41:56.966780,1286584.49092,0.308657744447,38.7962909818,35.2222467492,1205014.609,0.316449765692,38.8430568964,35.3264869978,799193.961601,0.314918387417,39.2699063909,37.2918168893
2017-02-15 18:43:00.932327,1283469.25933,0.29385660252,38.8470942254,34.9997830577,1201499.88527,0.299074085711,38.8930266577,35.1409656565,788254.02922,0.318858558242,39.2975902726,37.1937779678
2017-02-15 18:44:05.262755,1291293.3853,0.30181040415,38.8846213325,35.3340030596,1211415.9547,0.298898778304,38.916625925,35.4226150701,807670.18999,0.282698352725,39.3095443039,37.3683457872
