,g_a_flux,g_a_x,g_a_y,g_b_flux,g_b_x,g_b_y,g_c_flux,g_c_x,g_c_y
2017-02-15 14:18:14.529240,4363127.797466038,39.66028197002861,39.51513221517321,4132821.9104849854,39.63533330705206,39.47665596428455,3679347.972240357,39.57590839390883,39.50450928680642
2017-02-15 14:19:18.961023,4357808.166995514,39.68747273507551,39.488784589878414,4133737.5278277546,39.64725931060828,39.462058009170256,3677634.3949657967,39.59746077536104,39.49880392552568
2017-02-15 14:20:23.220731,4372872.859494406,39.63591661182007,39.55050768113187,4143383.123936312,39.6084584795696,39.502702818248274,3688283.6165978825,39.57810633941193,39.515634432311295
2017-02-15 14:21:26.308946,4381778.484982733,39.61999002610563,39.49153808273094,4146420.477742921,39.59299832879525,39.459044036678314,3694366.685031531,39.584024823362306,39.509393026397944
2017-02-15 14:22:30.000543,4384001.76560649,39.68019385002339,39.49790233643049,4157943.588968005,39.64080654544313,39.46892780841763,3689067.303819976,39.587684989606764,39.49666282906492
2017-02-15 14:23:34.071602,4380935.221673465,39.60251389716341,39.496517344725625,4153335.1364294486,39.58115719693672,39.462304118757146,3682130.027388309,39.56390674687323,39.501308850950984
2017-02-15 14:24:37.927873,4368141.794775627,39.667797546162134,39.51022780313384,4138079.3117034426,39.64440761523738,39.464657905510435,3660538.511072411,39.59036998705597,39.510429589835304
2017-02-15 14:25:41.511239,4374583.616940322,39.609879560510315,39.50318431388355,4138542.4591253656,39.58273360721813,39.457525935154095,3664100.1119463993,39.561195391401554,39.506045769506656
2017-02-15 14:26:45.428008,4394922.390315514,39.72130492669272,39.496646517729,4160903.0627515106,39.68110758161282,39.466144236873596,3679986.592360945,39.6047630017198,39.49303519868042
2017-02-15 14:27:50.522880,4404682.972571076,39.63186119137246,39.51773994576672,4166547.232784939,39.60210652521761,39.4726506656378,3684056.5504727084,39.57970480292119,39.50705352593297
2017-02-15 14:28:53.907003,4406235.008397021,39.656425382099506,39.51142283869983,4163724.573170471,39.62849104263533,39.478462154267675,3682802.5908886436,39.578982209395654,39.50602393524793
2017-02-15 14:29:58.119715,4419723.5057091955,39.62433644526018,39.49789153429516,4185068.103618166,39.58771640700171,39.46076679083232,3702960.4613088975,39.579072935429764,39.502484302966735
2017-02-15 14:31:01.691313,4418302.432442896,39.661954468766424,39.50677034853395,4188700.92984159,39.61964042611533,39.47787716027391,3707483.9329643548,39.58125199627776,39.503476209873256
2017-02-15 14:32:05.840900,4435894.192063019,39.64434965617884,39.47982323429779,4196238.579492411,39.618521459294485,39.448140163480886,3721914.272713623,39.57038969463818,39.486363968021166
2017-02-15 14:33:09.656496,4449439.656690728,39.64286572376431,39.5058269727941,4210256.147129774,39.61390300046058,39.48504848721823,3724790.069902842,39.558738482770096,39.49708516559834
2017-02-15 14:34:12.475163,4453086.129579906,39.64318304963136,39.4968228175748,4218786.667129969,39.61450083940015,39.470762177676434,3739878.7846452575,39.57291238784617,39.502108956320775
2017-02-15 14:35:15.458593,4483518.15772839,39.63196899578211,39.466717060817494,4245732.756064868,39.604748278316414,39.44494003894824,3768474.828921715,39.57981544328443,39.49143034418338
2017-02-15 14:36:20.203400,4491509.242282415,39.647306341782915,39.50302795133191,4260478.596654825,39.6215818611376,39.4717037310349,3789716.072892307,39.56783698267122,39.48462831069726
2017-02-15 14:37:23.039619,4505654.857856898,39.62828785807895,39.465290339528124,4274061.787774654,39.593156151036666,39.45310163865371,3804262.188330315,39.562453250567664,39.495513728172455
2017-02-15 14:38:25.921136,4511400.799656999,39.647542856294024,39.527452657723735,4273115.512787737,39.629228828478006,39.47821182848538,3811036.1757657006,39.58375029704474,39.50541834496168
2017-02-15 14:39:30.342812,4505205.15530633,39.64811304160644,39.50397246997135,4274875.23656643,39.61077112645822,39.475192002684764,3799531.6148547605,39.56785369412962,39.49404107832223
2017-02-15 14:40:34.830366,4528227.33056279,39.61187934304556,39.473620255483105,4291955.896025647,39.5934265639353,39.45689205260665,3818440.064257895,39.56134417554329,39.49143767373039
2017-02-15 14:41:38.352026,4536231.682424442,39.665750786366424,39.488713708011936,4310835.564714778,39.62954498439927,39.4486225236721,3837310.498484293,39.576579230195776,39.48923186404745
2017-02-15 14:42:42.587585,4546731.487298815,39.6205521236845,39.49511635549823,4323433.06503157,39.6079599951307,39.470900565672245,3858129.2774525164,39.56823646705869,39.49848989911842
2017-02-15 14:43:46.497437,4551272.991528479,39.59916610423411,39.49785102757011,4324019.365751159,39.581390449484736,39.45634690136931,3861440.705960584,39.55148045702601,39.49721857819588
2017-02-15 14:44:50.872670,4552085.578806608,39.63481904154894,39.48838487953242,4321691.963244532,39.61944770683615,39.45856025575257,3860726.0993165597,39.57475499386106,39.48425770717471
2017-02-15 14:45:55.419451,4548130.001325123,39.63892361114336,39.51793587277928,4325030.457610097,39.61791087580119,39.48144427263357,3849310.746904281,39.58134830360774,39.516266675243735
2017-02-15 14:46:59.984022,4538575.209229721,39.61607509665326,39.48368205302286,4300968.450567814,39.588406952428436,39.46053938096466,3830609.61296633,39.572735028182336,39.49267113850519
2017-02-15 14:48:02.634625,4534304.205216816,39.62668600116743,39.4894571122658,4306906.921666827,39.603876108448155,39.467755111152506,3827985.701900041,39.56792486766598,39.50758217679183
2017-02-15 14:49:06.820191,4537761.130700716,39.65611446638811,39.47774590239513,4302438.36101619,39.62879215160739,39.43960373979444,3823495.0412874436,39.585317791557344,39.492614556568334
2017-02-15 14:50:11.060659,4520367.221684264,39.66432139458051,39.47528175033092,4279118.809407165,39.65496775989039,39.44724260349734,3799740.33385874,39.58142519656343,39.48434288025495
2017-02-15 14:51:16.020456,4517868.695031827,39.6320676263391,39.524297253859146,4278870.602682951,39.6071129429708,39.48574499816419,3789756.5912258998,39.567476069110235,39.51353181317683
2017-02-15 14:52:19.327936,4498204.208440966,39.633635796747356,39.48741205884652,4248981.903617591,39.625705078942595,39.456912703951204,3751482.2901963578,39.57333637673938,39.500338809557306
2017-02-15 14:53:23.388519,4493912.8772482,39.63861015319713,39.475208143710105,4246550.1507649105,39.61882645307785,39.44187155473616,3747093.4548129924,39.58180743743612,39.48630793524706
2017-02-15 14:54:27.500988,4494178.442950003,39.599057721210684,39.531405121217844,4245706.104395676,39.58751362212337,39.49064176091752,3740605.2502048607,39.547012743822116,39.5112000692635
2017-02-15 14:55:30.952615,4496917.504337165,39.66945634908356,39.470239316266166,4240660.250383512,39.640149625418225,39.449016032960074,3734042.7011520155,39.58817028445638,39.4782726456595
2017-02-15 14:56:35.446145,4497585.574127281,39.637694640364884,39.52474273592547,4243128.383635454,39.61348368638881,39.48743462085709,3730175.660607196,39.584060372883705,39.516303655999444
2017-02-15 14:57:39.922811,4481748.817140661,39.579498097029415,39.475218970960526,4229123.263143953,39.55406925135949,39.44111923080535,3716623.074414712,39.54833744062533,39.48735625360839
2017-02-15 14:58:43.963316,4479931.376672897,39.69458286275892,39.47467721727843,4235795.824345332,39.65659728829638,39.4322825920294,3724747.9113980876,39.5935987055777,39.4883304486836
2017-02-15 14:59:47.984029,4482083.892516505,39.65515860851563,39.50811216777336,4228926.085129259,39.62460068313986,39.476696915839135,3717942.6350932503,39.5846344273682,39.510267627736155
2017-02-15 15:00:51.666514,4486391.252700756,39.586886022020515,39.48663157319084,4230224.720314241,39.58307545037146,39.44543281951786,3713806.294785466,39.55681701931511,39.50106423200074
2017-02-15 15:01:56.149029,4462655.154256659,39.65633403996628,39.482395298571916,4206946.178733213,39.633924075535006,39.460873408025186,3688313.593471265,39.579182157378256,39.48265251328999
2017-02-15 15:03:00.671601,4459182.763639792,39.64866747522126,39.48947822664982,4205154.815193128,39.606301952708016,39.453400825918045,3676602.670416442,39.582232502767916,39.49209160826126
2017-02-15 15:04:04.743220,4457420.766002519,39.6345146008648,39.46897032284519,4191343.1135034366,39.597928976595945,39.44164563183559,3668916.080241325,39.568367974816496,39.49232927607919
2017-02-15 15:05:09.055967,4451767.125373166,39.68495580799701,39.490285795439284,4190746.1734393416,39.66374184540158,39.45651654847902,3663920.441108172,39.59337664189541,39.48855722283334
2017-02-15 15:06:12.894362,4443673.04364968,39.65426083842432,39.47408446589268,4184130.9044182817,39.6235503613779,39.445706159570804,3652191.479259461,39.58147502539693,39.485362457755684
2017-02-15 15:07:17.203005,4443887.843944766,39.651432620654084,39.50052998344381,4181977.206860429,39.63758699862029,39.45752751185019,3647646.713234249,39.58940417908602,39.505093665577846
2017-02-15 15:08:21.698638,4435791.800505203,39.646219274210225,39.502381456921455,4168244.114735059,39.61108179466926,39.45215907006893,3634648.7894464997,39.578347892152316,39.494419447357835
2017-02-15 15:09:25.549194,4431750.375495096,39.61460470540568,39.48047449432425,4156583.397054484,39.60782409605901,39.452763157358554,3618024.0968618058,39.55627055713305,39.483572569325375
2017-02-15 15:10:28.280740,4422429.06446475,39.63834528798248,39.48184811497273,4144697.3451827005,39.605249808681975,39.4494866021355,3603445.7659029523,39.56462668340961,39.490289256145395
2017-02-15 15:11:32.857906,4400579.963418332,39.65957283437188,39.47115959865862,4123908.272967612,39.64175592582627,39.43509928275188,3570701.2267578375,39.59942203301027,39.48129035425465
2017-02-15 15:12:36.433773,4382238.034512714,39.68291639844816,39.51071155780393,4104656.507286045,39.654400647286046,39.467548353340696,3557051.900364098,39.59776838579659,39.49929613775642
2017-02-15 15:13:40.202450,4379867.915142154,39.55679468644791,39.45470799980083,4101774.496209019,39.55234754927828,39.41787232999007,3548048.990915664,39.54829622431813,39.46891822257657
2017-02-15 15:14:44.571906,4368748.857908826,39.700795498524805,39.47624082882798,4087604.819445934,39.66519607705658,39.4463496352355,3522776.8146481877,39.605725648509065,39.49634984017398
2017-02-15 15:15:47.796409,4360408.723112568,39.64803727655727,39.5163609044855,4075767.7177739562,39.61540664426511,39.47932415229021,3514166.3342711413,39.59313761422777,39.50677516051845
2017-02-15 15:16:52.887005,4356263.02193276,39.65043412503554,39.44920995582659,4070245.610407557,39.618878288147805,39.42561763516425,3499239.45274413,39.58322910730015,39.47894249076933
2017-02-15 15:17:56.790773,4350244.484332828,39.7469196185063,39.512927119509584,4067223.3612096626,39.70752545859931,39.46859663694443,3498499.4963812213,39.626431536669386,39.501797426969574
2017-02-15 15:19:01.629156,4349188.622417392,39.656536985939866,39.48599510836055,4062537.599057167,39.62188442534705,39.447290379538586,3498700.168722205,39.58743279239794,39.49165361462653
2017-02-15 15:20:06.143787,4348765.658248879,39.676463716605475,39.46861792262481,4059001.5844053477,39.654250086576425,39.43652712411182,3488305.497037779,39.59341623394494,39.48504087959195
2017-02-15 15:21:10.505452,4330857.547928644,39.67155930643785,39.47531686061918,4043609.6402724693,39.63280886322613,39.440211016033224,3467955.9889876316,39.59897816618297,39.4839523439342
2017-02-15 15:22:14.275880,4327868.989727642,39.64389178216177,39.495660045886524,4038569.6786291692,39.62255821555588,39.46712702537202,3462383.0701258946,39.572923849362645,39.490741339184424
2017-02-15 15:23:18.397564,4331604.995434337,39.621448468226355,39.51184144059299,4040088.4688083804,39.6067166690191,39.47479555427899,3464990.0626608254,39.56996403211738,39.49651123693462
2017-02-15 15:24:22.490193,4329571.025869244,39.66197716571899,39.48476740179215,4038599.999171827,39.635284949526124,39.450345565816406,3461011.218351899,39.58718463520607,39.490301136955075
2017-02-15 15:25:26.976506,4319599.9238508595,39.69995893068249,39.492547124370134,4030875.683332882,39.66315022269429,39.44622696572676,3449985.871989043,39.61293311484602,39.48464217914128
2017-02-15 15:26:31.482056,4316282.294542838,39.67097287604954,39.44251231773238,4022868.4498921377,39.62962581347176,39.419130643859575,3446247.260605642,39.58756395535654,39.46879299007461
2017-02-15 15:27:35.833687,4333581.333693158,39.66381657142279,39.520965081815014,4043245.8763803723,39.63357773238829,39.47464615734898,3461447.6844967706,39.58830228187815,39.499013615176175
2017-02-15 15:28:40.173571,4333594.762680009,39.63412929487445,39.469865702470905,4041794.1382171502,39.61771212119007,39.42437506212047,3468258.67721821,39.56424820501501,39.47727786521384
2017-02-15 15:29:44.151907,4325474.111489678,39.66946077051083,39.49774064171722,4039584.87310695,39.61773378458573,39.464022556817426,3461300.3631993895,39.581584109177044,39.49040277457621
2017-02-15 15:30:46.807420,4321306.156816379,39.69892908631739,39.43307570510436,4031741.3649094673,39.67358260943415,39.410605624241676,3451430.551129169,39.60636630610424,39.47254772100388
2017-02-15 15:31:51.449055,4327395.199173804,39.65774010997948,39.53808086106388,4035371.4958094247,39.647448884323396,39.48169947232168,3456561.8685457055,39.59278320000944,39.50615512251442
2017-02-15 15:32:54.907590,4319343.56351877,39.619673843447565,39.47533470853843,4025638.127105144,39.611880980389195,39.43670800018785,3446940.8907712186,39.574814050671336,39.47692728047387
2017-02-15 15:33:59.370126,4306141.259265069,39.69683683015961,39.488798399019565,4017488.5782418735,39.660305354965544,39.44792801270043,3428101.23360902,39.59914734979495,39.48589563079582
2017-02-15 15:35:02.164660,4290770.714750829,39.711875175938204,39.46800474790778,3990371.682343185,39.66861374570903,39.43335652788004,3403023.9882651614,39.608679969435805,39.48253616140309
2017-02-15 15:36:06.284274,4286578.836274531,39.61771477310374,39.49517472136705,3987990.8612612933,39.594568552226484,39.42905794958985,3403022.7035531425,39.57999543295953,39.48814399194634
2017-02-15 15:37:09.062743,4273654.671032894,39.66616367939471,39.496306655972894,3971597.577373416,39.64352332228218,39.47393432377909,3372584.0606051125,39.59614834728405,39.49688438635176
2017-02-15 15:38:13.408177,4265678.6818434,39.677985577223005,39.47176448639192,3967731.264779828,39.65125609118556,39.43380902825584,3370683.3799833586,39.596806693828036,39.490950064702545
2017-02-15 15:39:17.934821,4266823.043978496,39.639258451610615,39.49364501734031,3966191.819815176,39.61813058022658,39.45388378195059,3370688.7467637206,39.58102380826117,39.48675388183717
2017-02-15 15:40:22.089316,4255398.940023089,39.67279648917314,39.46382904154984,3958375.5063351407,39.6390758554384,39.422981411151575,3361998.2852609577,39.5857795890458,39.47891142412243
2017-02-15 15:41:25.325063,4248593.3890120955,39.69901255323443,39.49701356356109,3952387.3805246865,39.663573410176944,39.446800912972606,3354788.159797238,39.60451498106955,39.500973753475904
2017-02-15 15:42:29.369416,4259087.170169708,39.653407446111224,39.48220853430024,3956855.911823255,39.627631369260016,39.44300696146035,3360562.5101961037,39.573556000648516,39.491063238163676
2017-02-15 15:43:33.789042,4253140.361776148,39.6923069751985,39.48140719204602,3955967.2270104513,39.654319295652314,39.43061911491222,3362564.563429133,39.610976446007946,39.48513885254076
2017-02-15 15:44:38.225552,4252367.920140254,39.63107879596299,39.49398977581158,3950750.473185311,39.610550536016824,39.45568646430001,3353461.222093623,39.56845898920955,39.496370948952794
2017-02-15 15:45:42.409280,4238509.437521225,39.68481119576874,39.46643826195783,3935170.498494506,39.657365426726855,39.43399140693586,3336924.4743357636,39.603945475322256,39.48217998120732
2017-02-15 15:46:46.642812,4239259.9375933735,39.650041318525105,39.48594893466353,3937412.980560882,39.62028940459556,39.46042244223668,3339490.391785606,39.585677978097365,39.486932505165726
2017-02-15 15:47:49.472272,4240431.477040412,39.65921439786452,39.465471136623464,3939072.3647222095,39.650735218229,39.43314085892229,3343498.481963854,39.59739190034454,39.4776679774101
2017-02-15 15:48:54.060797,4240715.617783235,39.662453645601566,39.525429883955695,3933834.9550283626,39.63585200981641,39.48071756154394,3340298.574167779,39.591518906738926,39.50004999007406
2017-02-15 15:49:58.467672,4243464.794950236,39.62833554466995,39.43687648782885,3937568.944734363,39.594197345973285,39.40900958006025,3344363.924148903,39.56911267316492,39.47356206755655
2017-02-15 15:51:02.748147,4238150.907864219,39.68973750421319,39.492327620035155,3933004.7106978977,39.64322597258087,39.45971045610194,3335131.157019713,39.60373642936798,39.494416049223894
2017-02-15 15:52:05.512521,4231421.603690499,39.67171549376304,39.48002930487454,3916575.846719124,39.64833396274593,39.450378955261215,3319318.999902426,39.60259736650863,39.48703360819028
2017-02-15 15:53:09.949168,4224927.529248223,39.670736145361474,39.49151546101587,3905658.2585076406,39.63181375513057,39.45087628071097,3311338.281906236,39.589723707398164,39.49476939058795
2017-02-15 15:54:14.594618,4200144.669520937,39.655591283708944,39.45131762627666,3887731.3888712325,39.6329197909181,39.41193530197221,3288146.2531852555,39.59512139659609,39.47034451689596
2017-02-15 15:55:17.371195,4203578.145537058,39.66537524629103,39.49948996230016,3884766.6886734646,39.62534438259083,39.457230033986825,3280064.390104577,39.58806418054987,39.49316372845582
2017-02-15 15:56:20.940681,4204445.149356553,39.66325641394443,39.48434316174408,3880957.2616208214,39.64050685540287,39.43647859386133,3284057.5987187037,39.58417933812203,39.48399731393785
2017-02-15 15:57:26.043337,4201366.934631777,39.63642072880682,39.504503930421,3874581.599435529,39.61686386526811,39.44045724280236,3275478.4929618905,39.58109800482108,39.48618732729712
2017-02-15 15:58:31.051383,4205838.683666366,39.65386343783872,39.48027236636965,3880153.6699379496,39.62007950621372,39.43898071125886,3280242.5298954435,39.59475460592501,39.48223334468934
2017-02-15 15:59:34.598658,4187799.0658710664,39.689107881322016,39.506769051673835,3863112.2272391743,39.66852129017615,39.4521097333377,3259767.2298281253,39.60146679508484,39.50406042039091
2017-02-15 16:00:39.057026,4174765.374143536,39.671250606607934,39.4838499185777,3845058.3958614133,39.63374320338075,39.44068827740163,3235336.635034316,39.59748491355104,39.48569940064922
2017-02-15 16:01:41.905635,4161753.4067044724,39.618311437592915,39.461527919518566,3827445.869291749,39.606522138805005,39.41783684730065,3221083.55283774,39.577737462590115,39.471982875351756
2017-02-15 16:02:46.268084,4156957.913794149,39.679900838230466,39.51049385250311,3812411.1553342864,39.650610952389364,39.451160051429696,3204634.590746237,39.589151836623195,39.5024271096999
2017-02-15 16:03:50.315772,4150970.5173535496,39.68847758900221,39.43417724483692,3814511.711993136,39.67162482861441,39.398442892901016,3205457.5555010354,39.61386003524954,39.4646181160945
2017-02-15 16:04:53.169337,4152937.445400334,39.66678470836937,39.55104835187356,3812031.282253592,39.63057720653856,39.487079813984806,3204392.9298419384,39.5912573698772,39.528518460864426
2017-02-15 16:05:57.128162,4144002.791776427,39.68943718048357,39.435741061889566,3807218.7287027948,39.6569606312942,39.40003264105,3198594.5667531216,39.60382835231436,39.4636960197936
2017-02-15 16:07:01.320383,4131010.6828393843,39.63554406958389,39.524521339831125,3795643.2299055224,39.62478871088726,39.4720314810167,3186796.9304474136,39.58984152386885,39.51174399407268
2017-02-15 16:08:05.770986,4136536.1069187718,39.66890467443236,39.44081678929927,3799521.5698037725,39.63941092169834,39.38338425773249,3183339.995996163,39.588863233265364,39.46905609931429
2017-02-15 16:09:10.174494,4126831.334292599,39.668410580996756,39.560166124194524,3786054.784946069,39.64884563857692,39.49604301611638,3172402.622764843,39.59858136026605,39.52238691519014
2017-02-15 16:10:14.474967,4118833.7665454186,39.67716787030529,39.40867313009463,3774466.6287331423,39.64029390193874,39.37329994774426,3159378.7106936816,39.60525340214732,39.45080268820712
2017-02-15 16:11:18.521613,4119958.5980996797,39.717977843150706,39.48690982429507,3774140.438692904,39.6808044299895,39.447213953648436,3158436.8849230567,39.616610565564926,39.48323750260828
2017-02-15 16:12:22.728082,4117482.5026708515,39.6714116615839,39.46978865198915,3770654.845950121,39.632064379767456,39.42129151422084,3159446.2067784974,39.59732751183707,39.48294904161582
2017-02-15 16:13:27.296684,4114540.2668313184,39.66446500106624,39.53960778548676,3764779.442690502,39.62470307445308,39.4702289782523,3151033.165576688,39.593563258050246,39.50537435010339
2017-02-15 16:14:30.211392,4106311.4900947046,39.631896289939284,39.47678184186187,3753060.173239165,39.62449104792221,39.426006772177004,3135403.4563315865,39.58536802257315,39.46287804251806
2017-02-15 16:15:34.471807,4099137.939028019,39.6873837671361,39.48190445831114,3753261.9202987254,39.63671468176284,39.426102509739,3136987.3943398814,39.60642224895258,39.4980052802293
2017-02-15 16:16:37.161456,4098834.667317599,39.648615465628794,39.50677481212443,3746905.085217593,39.62987847517368,39.45381056255418,3126740.853270741,39.594899462277574,39.48380599604655
2017-02-15 16:17:39.793796,4093756.021857179,39.66841093959263,39.42001383791934,3742304.508458791,39.63720221293945,39.405051668311124,3124118.2572811656,39.605026380078584,39.45089620053834
2017-02-15 16:18:42.458422,4086582.2386331093,39.673487929649205,39.53740076989395,3735686.849460466,39.65313626768088,39.47807854475961,3111999.136419818,39.59911217823819,39.51519499520935
2017-02-15 16:19:46.670866,4052817.5963614234,39.639208128503334,39.500758724118825,3696493.0517447647,39.614973777718085,39.440230354346326,3068502.365169771,39.58640305811822,39.49466004219372
2017-02-15 16:20:50.147405,4059209.734040075,39.72135451220288,39.470436347568764,3703546.250760179,39.68691788732889,39.422461276040664,3075047.601918434,39.608817146745956,39.47476604367737
2017-02-15 16:21:54.600318,4054012.905446865,39.645131253424125,39.51247044500398,3700283.024578699,39.64154701032871,39.460912643066564,3076973.9203217356,39.59818779327626,39.50675054946698
2017-02-15 16:22:59.121556,4048357.1768858926,39.664722398751664,39.4353433911878,3692692.9158705203,39.640642516366455,39.38946621760332,3061419.7894480694,39.5952848112561,39.45607604857135
2017-02-15 16:24:03.228117,4059481.227994466,39.633904843905604,39.50742038070752,3700213.68350376,39.61965488683334,39.45385666308726,3075243.1820080504,39.593711439114124,39.48478025621018
2017-02-15 16:25:07.626737,4051347.6080934,39.72621662437507,39.463377495017,3701196.2065741136,39.68302280121222,39.422940879449506,3076095.8619926516,39.622562625529255,39.47716872669586
2017-02-15 16:26:11.776126,4050699.079732406,39.637475643898405,39.5054284249871,3692007.1916741473,39.62058477948214,39.452102435226955,3068172.3762271423,39.586718334118856,39.48702008750636
2017-02-15 16:27:16.025683,4047792.0919534173,39.666306210656266,39.4529223423487,3686260.1982471487,39.65118145961982,39.40604892573529,3062227.4136558175,39.616741093438485,39.4682145031705
2017-02-15 16:28:20.015244,4041336.1682366617,39.66283558388602,39.47309403294927,3682007.33513052,39.64474899997807,39.42621636247054,3055700.117507827,39.59516904814376,39.47483736272643
2017-02-15 16:29:24.317806,4036569.623386642,39.681736671212455,39.513382879884375,3680075.6107973293,39.6580995763428,39.4392524546891,3048104.574399745,39.61038502003673,39.49129196225085
2017-02-15 16:30:28.932625,4034928.556426882,39.68012092556678,39.53665365247553,3666519.2383005884,39.64668456955703,39.47047216651996,3045784.144612583,39.6140498566364,39.49914424435194
